,Loss,Mentions Found,Mention Precision,MUC F1
0,0.18183313657840092,0.10506928124344261,0.0011494252873563218,0.002273974005709592
1,0.0909324400126934,0.24771211220761666,0.0,0.0
2,0.06567489355802536,0.4213251043884613,0.0,0.0
3,0.05531633694966634,0.5669847659591276,0.0,0.0
4,0.04570904684563478,0.6189830725647848,0.003848238482384824,0.00764892335224362
5,0.03802647925913334,0.6618089956165928,0.0,0.0
6,0.037312991172075274,0.6495959805439552,0.0037037037037037034,0.0073654131390629325
7,0.03361488754550616,0.6763711357774576,0.01281045751633987,0.02514467532060725
8,0.035246759777267773,0.703631024618658,0.011413646266587444,0.022462919994218667
9,0.03055623626957337,0.75166892189338,0.010927645912166035,0.021542115892986605
10,0.033509261223177114,0.7250384110102572,0.0014184397163120566,0.0028313402977758447
11,0.03308841958642006,0.7285900343158302,0.009634573394306432,0.01901766504844653
12,0.03079530627777179,0.7445688443593489,0.009069200779727095,0.017920125947405375
13,0.03367841877043247,0.7258397376920922,0.006802721088435374,0.013479113123312835
14,0.028895740459362666,0.7136140565951222,0.004002389486260454,0.00796013361444083
15,0.028455896178881328,0.7681781525096774,0.019376220035271317,0.037799012812835875
16,0.029371124505996705,0.790251479669736,0.006775599128540305,0.013435998297701826
17,0.02496620894720157,0.8215434080444286,0.007070707070707071,0.014020743017020368
18,0.0268954673781991,0.7745729710701832,0.02385651777550153,0.04628740323575469
19,0.024269331494967142,0.7886781587988221,0.00976798637718178,0.019296974649253347
20,0.02499690353870392,0.7935452796856242,0.014923506307026534,0.02929606731015389
21,0.026413909035424392,0.8089608637821253,0.006596119929453262,0.013085542720649615
22,0.02333064128955205,0.841161702065875,0.01708115024036241,0.03348238641502696
23,0.025867094782491527,0.8163857031509429,0.01564217954684486,0.030696211061481037
24,0.02536301619062821,0.7797264397767852,0.016271925906072245,0.0318785851882223
25,0.02434440121675531,0.8044839952013554,0.00855927698032961,0.01693833914323772
26,0.02650235497082273,0.790483174797566,0.011279832046053857,0.02224227700913894
27,0.023798027572532496,0.797566823668624,0.011366430260047281,0.022413438030713478
28,0.023521310711900393,0.8210604895728781,0.026317772152617887,0.05100079589980292
29,0.025348033135135967,0.8190442369791316,0.01462037037037037,0.028727932045535597
30,0.021295565428833166,0.8347305484908472,0.010859682952706208,0.0214404300581239
31,0.024586108575264613,0.8093842311109662,0.02087831200191431,0.040706585276524467
32,0.02035490100582441,0.8293455573619695,0.012632448116319084,0.024885839429792483
33,0.021351678110659123,0.830138574875417,0.031669071669071666,0.061010639969144104
34,0.023155088536441326,0.8258184963837112,0.02823702642712146,0.054606891668230524
35,0.024415495991706847,0.8207545770955185,0.012722130997993068,0.025055882535448323
36,0.021608415618538858,0.8195410396740971,0.030580567580567583,0.05896104730177667
37,0.023541412564615408,0.8211665163564029,0.016283128636069812,0.03193304838665211
38,0.022192392870783804,0.8380445623386801,0.023250902809726342,0.04524647686563371
39,0.02380899532387654,0.7867395178619435,0.014447273360316839,0.028373510403424056
40,0.022768390240768592,0.8426427105481281,0.010270196154342496,0.020293058898157846
41,0.02120329290628433,0.808313749379524,0.007700908455625436,0.015256466602962895
42,0.022106721065938473,0.8214761945660964,0.011552970397643053,0.02278549313121272
43,0.02459577067444722,0.8385000456852222,0.02278064826451923,0.04435621219591158
44,0.02142044926683108,0.8181637298350313,0.02867982580748226,0.055417067526399404
45,0.023882429332782826,0.8381240365340037,0.014011679936973867,0.0275625713613637
46,0.020908241098125776,0.8435462434602488,0.016518894147697392,0.032403245975445014
47,0.021274004690349103,0.8222313934578953,0.017378833491507706,0.034038228739336776
48,0.021819596054653327,0.8330914297063969,0.02670194884216656,0.05174537346268047
49,0.023486510540048283,0.8076447374925179,0.012226271688004237,0.024087896455419578
50,0.02230620477348566,0.8473897905786453,0.020209942562883738,0.039478340856462284
51,0.020886026012400787,0.857107398639491,0.019487488121634464,0.0381085276727234
52,0.022082515992224216,0.8050819691531766,0.008796296296296297,0.01740245401335555
53,0.023442487232387066,0.815608250604289,0.015654953198812847,0.030720255469891208
54,0.022480547366042932,0.8298400169083624,0.02090628225935357,0.04078506045942332
55,0.021698773993800085,0.8283405016016544,0.035852474598596015,0.0687301508124731
56,0.019909067762394747,0.8802860822230909,0.01852430327902026,0.03628504214555006
57,0.022640623959402244,0.8310015645083685,0.017625272331154688,0.03451842022018285
58,0.020607781099776425,0.8570871975454775,0.02187576356510888,0.04266263248339012
59,0.021372581273317336,0.8317870574737611,0.018498288204170554,0.036191701507876414
60,0.022507610792915026,0.8439321210819819,0.017369101047191624,0.03403766745345525
61,0.021329962524274985,0.8210570031512329,0.0134140498304585,0.02639684028478626
62,0.019917387204865616,0.8394965168417181,0.023274410774410777,0.045293104232539835
63,0.022265221737325192,0.8481793524520367,0.020683956110355815,0.040383117406247664
64,0.020104473487784467,0.8666795871818913,0.020566285844481332,0.04017912208430197
65,0.02211985314885775,0.853404708754981,0.021109220147332675,0.041199361786018
66,0.018233038671314716,0.8801760800022732,0.01952931515054901,0.03821081022064895
67,0.020340976926187675,0.83985139372271,0.02100698674551956,0.0409887328657776
68,0.02342347949743271,0.8040159807387777,0.02192065490166546,0.04267774569784645
69,0.019519884325563907,0.8467855640506369,0.0192474776685303,0.037639409696757636
70,0.02171874021490415,0.8269078277126665,0.02878854310358603,0.05563999673877463
71,0.02146288485576709,0.8564651149522515,0.028534546403431723,0.05522904614017357
72,0.021822903926173847,0.8603556850383804,0.013636668342550696,0.026847798125718424
73,0.019188476943721375,0.8462871075953295,0.005053834322127005,0.01004766626424869
